UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPE_AREA,SHAPE_LEN
WAWFS,WA FIRE SERVICE,TRINIDAD,514,2014-09-13,2014-09-15,211.1950849,2014,HUMAN,9199621.09985,18606.6851004
WAOWF,OKAN-WEN NF,MIDDLE MOUNTAIN,311,2014-07-13,2014-08-17,412.45700483,2014,LIGHTNING,17966555.2639,23462.8469436
WAWFS,WA FIRE SERVICE,MONUMENTAL,UNKNOWN,2014-09-03,2014-09-03,11402.42567371,2014,HUMAN,496687675.59,123632.63805
WACOF,COLVILLE NF,SOUTH FORK SLATE TRAIL - D5,001218,2015-08-18,2015-10-09,170.93119729,2015,UNKNOWN,7445733.17088,14914.8612919
WACOF,COLVILLE NF,STICKPIN,001111,2015-08-11,2015-09-22,53828.52793618,2015,LIGHTNING,2344761297.83,481587.304042
WACOF,COLVILLE NF,RENNER,001202,2015-08-17,2015-09-22,13794.41134383,2015,UNKNOWN,600882154.601,141001.268351
WACOF,COLVILLE NF,GRAVES MOUNTAIN,001196,2015-08-14,2015-09-22,8570.23286642,2015,LIGHTNING,373317850.386,132256.844419
ORUMF,UMATILLA NF,BEAR RIDGE,935,2015-08-13,2015-10-15,1943.18944025,2015,LIGHTNING,84644993.4362,72186.5856003
ORUMF,UMATILLA NF,BUTTE CREEK,945,2015-08-13,2015-10-15,78759.43333982,2015,LIGHTNING,3430747193.25,784027.962952
ORUMF,UMATILLA NF,GREEN RIDGE,001027,2015-08-13,2015-10-15,2.91894784,2015,LIGHTNING,127148.85929,1479.6032304
ORUMF,UMATILLA NF,WEST BUTTE,946,2015-08-13,2015-10-15,4.31466382,2015,LIGHTNING,187946.004398,1638.01698493
WAOWF,OKAN-WEN NF,LIME BELT,657,2015-08-14,2015-09-25,133821.38283772,2015,LIGHTNING,5829236119.4,1341616.44488
WACOA,COLVILLE AGENCY,NORTH STAR,157,2015-08-13,2015-09-26,218251.93500824,2015,HUMAN,9507016260.78,980277.147008
WANES,WA DNR - NE REGION,TUNK BLOCK,001219,2015-08-14,2015-09-26,165923.95230543,2015,LIGHTNING,7227618451.86,1290391.31655
WAOWF,OKAN-WEN NF,NEWBY LAKE,337,2015-07-02,2015-08-11,5158.25346378,2015,LIGHTNING,224692622.109,183073.214726
WAOWF,OKAN-WEN NF,KELLY MOUNTAIN,375,2014-07-16,2014-07-25,124.17705199,2014,LIGHTNING,5409130.74796,20626.4896282
WAOWF,OKAN-WEN NF,DUNCAN,377,2014-07-16,2014-08-20,12697.04812733,2014,LIGHTNING,553081204.095,246702.342334
WASES,WA DNR - SE REGION,SNAG CANYON,559,2014-08-02,2014-08-21,12595.053042,2014,LIGHTNING,548638315.95,239743.982283
WASES,WA DNR - SE REGION,HANSEL CREEK,549,2014-08-02,2014-08-19,1072.40231553,2014,LIGHTNING,46713658.0091,46122.2210796
WASPS,WA DNR - SPS REGION,HAVEN LAKE,0050,2014-08-11,2014-08-17,167.74417815,2014,HUMAN,7306907.17229,15333.5493388
WASES,WA DNR - SE REGION,WOOD GULCH,UNKNOWN,2007-07-13,2007-07-16,7665.60427041,2007,LIGHTNING,333912386.365,117458.564727
WACOF,COLVILLE NF,CURVE BALL,UNKNOWN,2007-07-13,2007-07-19,108.7343823,2007,LIGHTNING,4736450.74733,13409.656894
WACOF,COLVILLE NF,WINDY RIDGE,UNKNOWN,2007-07-13,2007-07-19,217.65390093,2007,LIGHTNING,9480966.00059,15474.5715905
WANES,WA DNR - NE REGION,TRIPOD (TRIPOD COMPLEX),243,2006-07-24,2006-09-15,174602.85445785,2006,UNKNOWN,7605669917.41,1669778.44749
WASES,WA DNR - SE REGION,ELK HEIGHTS,570,2004-07-30,2004-08-02,353.51181446,2004,ARSON,15398913.042,36591.8886077
WAOWF,OKAN-WEN NF,ISABEL,637,2003-09-07,2006-11-02,4267.02004645,2003,UNKNOWN,185870649.738,79564.8872967
WAOWF,OKAN-WEN NF,GOOSE LAKE,UNKNOWN,2001-08-13,2006-11-02,1282.69201701,2001,UNKNOWN,55873840.7651,37710.3003174
WAOWF,OKAN-WEN NF,THIRTYMILE,049,2001-07-23,2006-11-02,10344.78766472,2001,UNKNOWN,450617148.201,119582.928217
WACOA,COLVILLE AGENCY,SANDHILLS,180,2013-08-10,2013-08-11,115.85781347,2013,LIGHTNING,5046746.1679,9996.47263347
WAWFS,WA FIRE SERVICE,COLOCKUM TARPS,402,2013-07-27,2013-08-13,81733.27016772,2013,MISCELLANEOUS,3560287007.31,338423.228411
WAYAA,BIA - YAKIMA,JOJO,104,2013-08-11,2013-08-12,4242.96579207,2013,UNKNOWN,184822850.609,73923.9073969
WASES,WA DNR - SE REGION,MILEPOST 10,0940,2013-08-09,2013-08-14,5443.33991408,2013,LIGHTNING,237110938.211,102201.848792
WASPD,SPOKANE BLM,DESMARAIS,50090,2013-06-07,2013-06-18,10132.92422362,2013,UNKNOWN,441388413.622,172958.901489
WASPD,SPOKANE BLM,DENNIS COMMAND,198,2013-07-04,2013-07-06,332.86810106,2013,MISCELLANEOUS,14499676.4835,25959.9179233
WAOWF,OKAN-WEN NF,EAGLE,616,2013-08-19,2013-08-27,1465.80703442,2013,MISCELLANEOUS,63850299.0175,43107.7406152
WAWFS,WA FIRE SERVICE,GILMORE GULCH,605,2015-07-05,2015-08-01,7487.72699125,2015,UNKNOWN,326164083.079,139694.901618
WANCP,NORTH CASCADES NP,GOODE,031,2015-07-29,2015-08-03,479.30036122,2015,UNKNOWN,20878240.2217,19706.9242241
WAWFS,WA FIRE SERVICE,HWY 8,050595,2015-08-04,2015-08-08,33104.59216253,2015,UNKNOWN,1442030266.46,473397.963983
WASES,WA DNR - SE REGION,DRY CREEK,194,2017-07-07,2017-07-14,336.743809,2017,UNKNOWN,14668501.6457,26318.7441125
WANES,WA DNR - NE REGION,CANYON CREEK,221,2017-07-15,2017-07-16,3821.67494443,2017,HUMAN,166471494.692,61057.0639052
WACOA,COLVILLE AGENCY,REDFORD CANYON,053,2017-07-15,2017-07-20,831.37472668,2017,LIGHTNING,36214538.2357,32215.6315451
WANCP,NORTH CASCADES NP,SNOWFIELD,051,2015-08-10,2015-08-27,184.05096826,2015,UNKNOWN,8017228.10825,23389.0984949
WANCP,NORTH CASCADES NP,GOODELL,039,2015-08-10,2015-08-28,7118.08907997,2015,LIGHTNING,310062720.069,167632.660992
WANCP,NORTH CASCADES NP,CAT ISLAND,048,2015-08-10,2015-08-28,147.83188245,2015,LIGHTNING,6439531.04117,11249.8286121
WAOLP,OLYMPIC NP,PARADISE,005,2015-06-15,2015-09-26,2798.07884583,2015,LIGHTNING,121883826.987,114994.918732
WANES,WA DNR - NE REGION,GOLD HILL,001234,2015-08-23,2015-08-31,556.41682836,2015,LIGHTNING,24237420.0932,37365.1633298
WANCP,NORTH CASCADES NP,THURSDAY CREEK,040,2015-08-10,2015-08-27,566.29689074,2015,LIGHTNING,24667793.889,28672.2232704
WANCP,NORTH CASCADES NP,NO NAME 15,045,2015-08-10,2015-08-27,344.15597123,2015,LIGHTNING,14991374.1409,26162.4047747
WANES,WA DNR - NE REGION,TWISP RIVER,001351,2015-08-19,2015-08-29,11222.18847875,2015,UNKNOWN,488836574.782,136775.868628
WANES,WA DNR - NE REGION,MARBLE VALLEY,001224,2015-08-14,2015-08-31,3082.02413743,2015,UNKNOWN,134252434.415,69031.2225913
WAOWF,OKAN-WEN NF,BLANKENSHIP,443,2015-07-13,2015-09-02,212.37960162,2015,UNKNOWN,9251218.44177,32540.6787951
WACOF,COLVILLE NF,HALL MOUNTAIN,001302,2015-08-17,2015-09-02,39.20676821,2015,UNKNOWN,1707839.99202,5842.27468759
WANES,WA DNR - NE REGION,ONATA CREEK,001310,2015-08-17,2015-09-02,546.71084557,2015,LIGHTNING,23814629.1744,28220.4724899
WAOWF,OKAN-WEN NF,FIRST CREEK,650,2015-08-14,2015-09-04,7491.3629481,2015,LIGHTNING,326322464.725,164367.02669
WAYAA,BIA - YAKIMA,COUGAR CREEK,157,2015-08-10,2015-09-06,53513.97934638,2015,LIGHTNING,2331059616.06,465475.77142
WAOWF,OKAN-WEN NF,MEEKS TABLE,784,2015-09-12,2015-09-17,1021.37580047,2015,UNKNOWN,44490951.904,43134.8394171
WASES,WA DNR - SE REGION,HORSETHIEF BUTTE,789,2015-09-14,2015-09-17,6383.44221761,2015,UNKNOWN,278061630.749,113869.692628
WAMCR,MID COLUMBIA NWR,STATELINE,788,2015-09-13,2015-09-15,8007.52977668,2015,UNKNOWN,348806601.841,99198.5468996
WASPS,WA DNR - SPS REGION,SAWMILL CREEK,177,2017-09-04,2017-09-18,1098.52468357,2017,UNKNOWN,47851543.8096,46444.535594
WAOWF,OKAN-WEN NF,UNO PEAK,458,2017-08-30,2017-09-20,8751.09812245,2017,UNKNOWN,381196309.424,374062.423958
WAOWF,OKAN-WEN NF,NORSE PEAK,365,2017-08-11,2017-09-20,52062.07479758,2017,LIGHTNING,2267814906.9,740621.154723
WAOWF,OKAN-WEN NF,DIAMOND CREEK,267,2017-07-23,2017-09-27,127785.83752256,2017,UNKNOWN,5566328817.1,1764408.65149
WASPD,SPOKANE BLM,JAMESON LAKE,050417,2015-07-10,2015-07-12,6363.96527978,2015,LIGHTNING,277213218.731,113197.879185
WASPD,SPOKANE BLM,SOUTH SULPHUR SPRINGS,050206,2015-06-12,2015-10-05,763.76924511,2015,UNKNOWN,33269655.238,42286.204749
WASPD,SPOKANE BLM,SEVEN SPRINGS,001085,2015-08-10,2015-08-10,542.16641593,2015,UNKNOWN,23616674.611,29745.1417158
WANES,WA DNR - NE REGION,I-90 SPRAGUE,001007,2015-08-01,2015-08-05,1692.24003466,2015,UNKNOWN,73713681.0542,45251.8348933
WAMCR,MID COLUMBIA NWR,SADDLE MOUNTAIN,291,2015-06-29,2015-07-06,446.62559723,2015,UNKNOWN,19454933.1953,30710.9743195
WAWFS,WA FIRE SERVICE,MONUMENT,601,2015-06-30,2015-07-02,1954.18360665,2015,UNKNOWN,85123897.4092,68756.5527103
WABENN,BENTON COUNTY FD,LES BLAIR,267,2015-06-27,2015-10-05,865.57726598,2015,UNKNOWN,37704394.8882,61010.6046129
WASPD,SPOKANE BLM,BERRIAN,271,2015-06-27,2015-10-05,876.77192871,2015,UNKNOWN,38192032.4459,55552.6567934
WASPD,SPOKANE BLM,OUTLAW DRAW,050445,2015-07-15,2015-07-17,1980.53602216,2015,UNKNOWN,86271804.0372,90955.2608795
WACOF,COLVILLE NF,TOWER,001120,2015-08-12,2015-10-15,24734.28966489,2015,LIGHTNING,1077421348.1,379556.055092
WACOF,COLVILLE NF,GREASE CREEK,001212,2015-08-14,2015-10-15,730.26467185,2015,LIGHTNING,31810201.8646,53501.7724667
WACOF,COLVILLE NF,SHERMAN,UNKNOWN,1988-08-24,1988-08-24,2222.9646324,1988,UNKNOWN,96831952.0585,62599.9477043
WANES,WA DNR - NE REGION,ROCK CUT,UNKNOWN,1995-05-27,1995-05-27,20.8211709,1995,UNKNOWN,906966.576587,5417.75504866
WACOF,COLVILLE NF,DAY CREEK,UNKNOWN,2006-10-05,2006-10-05,131.14790048,2006,UNKNOWN,5712779.69362,12839.7356843
WACOF,COLVILLE NF,MANKATO,UNKNOWN,1994-08-12,1994-08-12,964.80299703,1994,UNKNOWN,42026650.4437,44668.5885973
WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1994-07-23,1994-07-23,81.19554641,1994,UNKNOWN,3536863.85428,9168.03723771
WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1986-07-23,1986-07-23,96.66305531,1986,UNKNOWN,4210625.84693,9440.77180693
WACOF,COLVILLE NF,WHITE MOUNTAIN,UNKNOWN,1988-08-24,1988-08-24,22239.91614935,1988,UNKNOWN,968766872.387,197034.362269
WACOF,COLVILLE NF,OLSEN PEAK,UNKNOWN,1994-07-23,1994-07-23,185.90186911,1994,UNKNOWN,8097853.027,14492.1723969
WACOF,COLVILLE NF,INCIDENT 94 SOUTH,UNKNOWN,1994-07-23,1994-07-23,115.8020307,1994,UNKNOWN,5044316.28002,10838.0874269
WACOF,COLVILLE NF,INCIDENT 47,UNKNOWN,1994-07-23,1994-07-23,116.85487271,1994,UNKNOWN,5090177.89445,9678.776893
WAOWF,OKAN-WEN NF,MANASTASH RIDGE,619,2013-08-20,2013-09-02,2351.83258868,2013,LIGHTNING,102445417.78,50168.8179398
WASPD,SPOKANE BLM,JUNIPER RANCH,543,2017-05-14,2017-05-15,99.90709868,2017,HUMAN,4351935.81072,19481.0733694
WASES,WA DNR - SE REGION,SPARTAN,120,2017-06-26,2017-06-29,8728.97766046,2017,LIGHTNING,380232745.954,109642.854894
WASPD,SPOKANE BLM,STRAIGHT HOLLOW,126,2017-06-26,2017-06-30,8436.24406786,2017,LIGHTNING,367481321.666,97087.8433642
WASPD,SPOKANE BLM,SUTHERLAND CANYON,121,2017-06-26,2017-07-02,29257.91470054,2017,LIGHTNING,1274469666.46,370709.852096
WASPD,SPOKANE BLM,RATTLESNAKE HILLS,180,2017-07-05,2017-07-07,3390.16271551,2017,UNKNOWN,147674897.186,66186.2947159
WASES,WA DNR - SE REGION,MITCHELL,179,2017-07-05,2017-07-09,598.98587327,2017,UNKNOWN,26091720.2726,21979.3768467
WAMCR,MID COLUMBIA NWR,GOOSE LAKE,202,2017-07-09,2017-07-09,707.62892662,2017,HUMAN,30824192.7464,24998.8329841
WAWFS,WA FIRE SERVICE,LES BLAIR,136,2018-06-04,2018-06-06,905.72865494,2018,UNKNOWN,39453382.3954,36124.4291044
WASPD,SPOKANE BLM,SOAP LAKE,1282,2018-06-11,2018-06-14,2639.6936417,2018,UNKNOWN,114984595.093,79677.3673626
WASES,WA DNR - SE REGION,MILEPOST TWENTY TWO,178,2018-06-20,2018-06-24,7596.7878315,2018,HUMAN,330914754.277,76160.6841835
WAWFS,WA FIRE SERVICE,MONTECITO,227,2018-06-28,2018-06-29,1876.93776094,2018,UNKNOWN,81759081.8293,101232.5919
WAWFS,WA FIRE SERVICE,EASTERDAY,193,2018-06-22,2018-06-23,1299.4116094,2018,UNKNOWN,56602143.2962,70434.0946929
WAMSF,MT. BAKER-SNOQ NF,PARK CREEK,59,2018-06-20,2018-06-22,40.52189672,2018,LIGHTNING,1765126.76077,8579.78330987
WAWFS,WA FIRE SERVICE,SNAKE RIVER,014117,2017-07-15,2017-07-17,3115.00440087,2017,LIGHTNING,135689048.944,57032.0017586
WASES,WA DNR - SE REGION,400,250,2017-07-20,2017-07-23,26087.35997476,2017,UNKNOWN,1136360855.04,205772.714785
WANES,WA DNR - NE REGION,BISSELL,001521,2017-07-23,2017-07-25,414.88922802,2017,UNKNOWN,18072502.4825,19339.2350835
WAWFS,WA FIRE SERVICE,GLADE 3,306,2017-07-30,2017-08-01,10951.25724417,2017,UNKNOWN,477034857.411,115926.296038
WANWS,WA DNR - NW REGION,SUIATTLE,088,2017-07-30,2017-08-06,216.36617448,2017,HUMAN,9424872.86097,16777.9822388
WAWFS,WA FIRE SERVICE,HAYES ROAD,331,2017-08-04,2017-08-06,2497.47042341,2017,UNKNOWN,108789376.485,55442.1999225
WAMCR,MID COLUMBIA NWR,EAST SADDLE,384,2017-08-12,2017-08-14,17466.1790746,2017,UNKNOWN,760823717.186,205935.112022
WACOF,COLVILLE NF,NOISY CREEK,001416,2017-07-15,2017-08-18,4305.36892351,2017,LIGHTNING,187541120.141,109351.654065
WAOWF,OKAN-WEN NF,367,367,2017-08-11,2017-08-28,62.10397897,2017,LIGHTNING,2705238.50277,7721.51328562
WAMSF,MT. BAKER-SNOQ NF,QUARRY,233,2017-08-11,2017-08-28,142.43882377,2017,LIGHTNING,6204610.34477,13464.2470492
WACOA,COLVILLE AGENCY,BRIDGE CREEK,088,2017-08-09,2017-09-03,3713.47655996,2017,LIGHTNING,161758391.916,115002.382604
WAOWF,OKAN-WEN NF,JOLLY MOUNTAIN,361,2017-08-11,2017-09-16,36817.42084014,2017,LIGHTNING,1603760436.74,816824.648693
WAOWF,OKAN-WEN NF,AMERICAN,351,2017-08-10,2017-09-16,3854.96095902,2017,LIGHTNING,167921427.687,120779.213509
WAGPF,GIFFORD PINCHOT NF,EAST CRATER,503,2017-09-03,2017-09-15,483.16909533,2017,HUMAN,21046761.6051,30976.261808
WAWFS,WA FIRE SERVICE,MONUMENT HILL,409,2017-08-16,2017-08-20,6255.19395695,2017,UNKNOWN,272475158.861,95278.8494746
WASPD,SPOKANE BLM,SILVER DOLLAR,166,2017-07-02,2017-07-05,31740.37813551,2017,UNKNOWN,1382605341.14,298236.842122
WAPCS,WA DNR - PC REGION,ARCHER MOUNTAIN,196,2017-09-05,2017-09-27,260.15141424,2017,UNKNOWN,11332150.2754,16756.5890373
WAOWF,OKAN-WEN NF,CHUMYON,526,2017-09-29,2017-09-30,506.05843442,2017,HUMAN,22043817.2278,24730.0029018
WAWFS,WA FIRE SERVICE,WHITEHALL,525,2017-09-30,2017-10-04,3460.75621287,2017,UNKNOWN,150749937.631,59328.8091233
WAOWF,OKAN-WEN NF,JACK CREEK,373,2017-08-11,2017-09-26,4441.35314656,2017,LIGHTNING,193464569.204,192907.668655
WACOF,COLVILLE NF,COPPER BUTTE,UNKNOWN,1994-07-23,1994-07-23,10574.58736917,1994,UNKNOWN,460627183.287,153599.167924
WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1994-07-22,1994-07-22,101.32191236,1994,UNKNOWN,4413564.848,8478.09363847
WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1986-08-21,1986-08-21,736.19847419,1986,UNKNOWN,32068677.2607,30880.3397785
WACOF,COLVILLE NF,WEST HUBBARD,1905,2018-08-11,2018-08-13,8.88395635,2018,LIGHTNING,386983.590563,4324.01798703
WASPD,SPOKANE BLM,GRASS VALLEY,517,2018-08-11,2018-08-12,76868.10702645,2018,UNKNOWN,3348361348.59,384225.212077
WACOF,COLVILLE NF,KELLY MOUNTAIN,1894,2018-08-11,2018-08-13,38.01206353,2018,UNKNOWN,1655798.86397,8459.06735654
WAWFS,WA FIRE SERVICE,BOFFER,915,2018-08-11,2018-08-14,4998.00485379,2018,UNKNOWN,217712220.58,85790.5853812
WAOWF,OKAN-WEN NF,BANNOCK LAKES,415,2018-07-28,2018-09-04,498.35466365,2018,UNKNOWN,21708242.3155,36997.0414705
WASPD,SPOKANE BLM,ELM,549,2018-08-17,2018-09-08,2078.5102549,2018,UNKNOWN,90539544.5441,41720.1558625
WAOWF,OKAN-WEN NF,HOLMAN,543,2018-08-16,2018-09-09,299.20890627,2018,UNKNOWN,13033487.8228,51885.3045955
WAMCR,MID COLUMBIA NWR,WAHLUKE SLOPE,605,2018-09-07,2018-09-09,11704.17816733,2018,LIGHTNING,509831961.635,122483.565145
WAOWF,OKAN-WEN NF,COUGAR CREEK,419,2018-07-29,2018-09-11,41416.33814431,2018,LIGHTNING,1804088473.19,535796.703302
WAWFS,WA FIRE SERVICE,GLADE CREEK,616,2018-09-08,2018-09-09,12835.61550331,2018,UNKNOWN,559117174.849,205985.201348
WAMSF,MT. BAKER-SNOQ NF,WRONG CREEK,154,2018-07-24,2018-09-09,423.52720839,2018,LIGHTNING,18448771.402,34059.9161066
WAOWF,OKAN-WEN NF,IRON WEST,609,2018-09-08,2018-09-09,8.25704508,2018,UNKNOWN,359675.444784,3249.18062651
WAOWF,OKAN-WEN NF,IRON EAST,610,2018-09-08,2018-09-09,32.10046761,2018,UNKNOWN,1398290.7761,7540.84480576
WAOWF,OKAN-WEN NF,MCLEOD,522,2018-08-11,2018-09-12,22875.4809779,2018,LIGHTNING,996451965.577,784746.226015
WANCP,NORTH CASCADES NP,ARCTIC JIM,222,2018-08-06,2018-08-15,347.18864558,2018,LIGHTNING,15123476.9074,18124.4627296
WAOWF,OKAN-WEN NF,CRESCENT MOUNTAIN,428,2018-07-29,2018-09-16,51972.41205121,2018,LIGHTNING,2263909213.29,1049748.81879
WAWFS,WA FIRE SERVICE,WAGON WHEEL,587,2018-09-01,2018-09-03,4046.18642129,2018,HUMAN,176251175.504,82502.0191629
WASPD,SPOKANE BLM,WEBER CANYON,315,2018-07-13,2018-07-14,543.8405084,2018,HUMAN,23689597.7871,43280.5795058
WASES,WA DNR - SE REGION,STORMY CREEK,243,2018-07-01,2018-07-12,64.86872812,2018,UNKNOWN,2825670.49424,8128.48580823
WACOA,COLVILLE AGENCY,LITTLE SNAKE RIVER,180169,2018-09-26,2018-09-27,246.91932926,2018,UNKNOWN,10755762.9595,18694.9510688
WAMSF,MT. BAKER-SNOQ NF,LITTLE FORK,267,2018-08-17,2018-08-24,426.88910327,2018,LIGHTNING,18595214.9572,22016.2970167
WAYAA,BIA - YAKIMA,HAWK FIRE,119,2018-08-10,2018-10-16,624.28747841,2018,HUMAN,27193853.784,30335.3111609
WAOWF,OKAN-WEN NF,TYEE,493,1994-07-24,1994-08-26,82558.09779602,1994,LIGHTNING,3596216355.09,382723.368157
WASPD,SPOKANE BLM,SHOOTING RANGE,202,2018-06-24,2018-06-24,206.35395353,2018,UNKNOWN,8988742.26089,12635.776146
WASES,WA DNR - SE REGION,CONRAD,244,2018-07-01,2018-07-03,4582.42957476,2018,UNKNOWN,199609833.835,104163.554076
WASPD,SPOKANE BLM,243 COMMAND,130,2019-06-03,2019-06-13,20426.77133731,2019,UNDER INVESTIGATION,889786600.296,238668.35605
WASES,WA DNR - SE REGION,PIPELINE,324,2019-07-23,2019-07-29,6514.95420571,2019,UNKNOWN,283790270.036,91390.1289236
WAYAA,BIA - YAKIMA,KUSSHI CREEK,079,2019-07-23,2019-07-27,1074.99052634,2019,LIGHTNING,46826400.0214,36994.2301746
WAWFS,WA FIRE SERVICE,NISQUALLY JOHN,1479,2018-07-04,2018-07-05,1388.48398111,2018,UNKNOWN,60482120.2878,44701.7838481
WASPD,SPOKANE BLM,BAIRD SPRINGS,259,2018-07-03,2018-07-03,1104.53632854,2018,UNKNOWN,48113410.0169,32909.1109949
WASES,WA DNR - SE REGION,QUINCY LAKE,247,2018-07-01,2018-07-02,2325.03508751,2018,HUMAN,101278123.298,92802.4827799
WASES,WA DNR - SE REGION,LITTLE CAMAS,268,2018-07-05,2018-07-10,316.89443984,2018,UNKNOWN,13803866.5839,25528.0122806
WASPD,SPOKANE BLM,SCORPION COULEE,280,2018-07-06,2018-07-08,142.6655945,2018,UNKNOWN,6214488.43851,17870.7363122
WASPD,SPOKANE BLM,WASHINGTON FLATS,307,2018-07-11,2018-07-12,385.08563254,2018,HUMAN,16774263.0564,21477.7761229
WASES,WA DNR - SE REGION,ROCKY REACH,322,2018-07-13,2018-07-14,1290.18119495,2018,UNKNOWN,56200068.0512,31921.2431958
WACOA,COLVILLE AGENCY,RATTLESNAKE,180090,2018-07-13,2018-07-15,3083.96335572,2018,UNKNOWN,134336906.426,50445.2008902
WANES,WA DNR - NE REGION,UPRIVER BEACON,1637,2018-07-17,2018-07-19,98.28796453,2018,HUMAN,4281406.60943,10700.4144578
WAWFS,WA FIRE SERVICE,BUCKSHOT,359,2018-07-19,2018-07-21,908.48700175,2018,HUMAN,39573535.5016,46859.3122005
WAMCR,MID COLUMBIA NWR,L RD SW,356,2018-07-19,2018-07-21,21619.00452206,2018,HUMAN,941720070.089,153185.258003
WASES,WA DNR - SE REGION,BOYLSTON,355,2018-07-19,2018-07-22,71694.42950133,2018,HUMAN,3122996857.05,303287.808953
WAWFS,WA FIRE SERVICE,LOCUST GROVE,908,2018-07-21,2018-07-23,1764.7342704,2018,HUMAN,76871517.3315,60814.2427488
WASES,WA DNR - SE REGION,TURTLE ROCK,388,2018-07-24,2018-07-25,716.64395616,2018,UNKNOWN,31216885.8626,22891.9454238
WASES,WA DNR - SE REGION,CHELAN HILLS,399,2018-07-27,2018-07-28,1842.22377485,2018,UNKNOWN,80246946.6437,46322.5959954
WASPD,SPOKANE BLM,WARNER GULCH,20578,2018-07-28,2018-07-31,471.69384225,2018,UNKNOWN,20546901.5804,22718.1160185
