CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SMPLNNBR,VSTNBR,LAYER_TYPE,SAMPLER_TYPE,QASTATCD,SAMPLE_DATE,LAB_ID,SAMPLE_ID,FIELD_MOIST_SOIL_WT,AIR_DRY_SOIL_WT,OVEN_DRY_SOIL_WT,FIELD_MOIST_WATER_CONTENT_PCT,RESIDUAL_WATER_CONTENT_PCT,TOTAL_WATER_CONTENT_PCT,BULK_DENSITY,COARSE_FRACTION_PCT,C_ORG_PCT,C_INORG_PCT,C_TOTAL_PCT,N_TOTAL_PCT,PH_H2O,PH_CACL2,EXCHNG_NA,EXCHNG_K,EXCHNG_MG,EXCHNG_CA,EXCHNG_AL,ECEC,EXCHNG_MN,EXCHNG_FE,EXCHNG_NI,EXCHNG_CU,EXCHNG_ZN,EXCHNG_CD,EXCHNG_PB,EXCHNG_S,BRAY1_P,OLSEN_P,MEASYEAR,MODIFIED_DATE,CREATED_DATE
29198811010900,24511125010900,2003,53,7,87942,2,1,FF_TOTAL,SF,1,2003-09-15 00:00:00,LOFSL,980,326.75,286.32,270.33,14.12,5.91,20.87,,,47.49,,47.49,1.27,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198813010900,24511125010900,2003,53,7,87942,2,1,MIN_1,BD,1,2003-09-15 00:00:00,LOFSL,330,147.8,138.74,137.18,6.53,1.13,7.74,,17.15,5.62,0.29,5.91,0.2,4.95,4.19,0.0,99.56,16.14,238.69,86.96,2.55,26.62,0.0,0.12,0.0,0.5,0.0,0.53,0.0,273.0,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198814010900,24511125010900,2003,53,7,87942,2,1,MIN_2,BD,1,2003-09-15 00:00:00,LOFSL,296,159.17,147.04,145.17,8.25,1.29,9.65,,21.63,1.74,0.28,2.02,0.07,5.75,4.73,0.0,198.5,0.0,208.3,76.08,2.39,11.15,0.0,0.0,0.0,0.12,-0.02,0.14,9.39,130.57,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198812010900,24511125010900,2003,53,7,87942,3,1,FF_TOTAL,SF,1,2003-09-15 00:00:00,LOFSL,981,284.28,251.13,237.54,13.2,5.72,19.68,,,43.39,,43.39,1.01,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198807010900,24515062010900,2003,53,9,62049,2,1,FF_TOTAL,SF,1,2003-07-23 00:00:00,LOFSL,801,2860.13,596.34,550.07,379.61,8.41,419.96,,,22.82,,22.82,0.58,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198810010900,24515062010900,2003,53,9,62049,2,1,MIN_1,O,1,2003-07-23 00:00:00,LOFSL,263,295.23,166.26,162.79,77.57,2.13,81.35,,13.67,2.98,0.46,3.44,0.17,4.47,3.65,23.33,28.08,65.14,187.2,731.1,9.77,8.84,23.85,0.0,0.0,0.74,0.1,1.08,4.63,7.34,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198808010900,24515062010900,2003,53,9,62049,3,1,FF_TOTAL,SF,1,2003-07-23 00:00:00,LOFSL,802,3883.86,1120.28,974.79,246.69,14.93,298.43,,,22.44,,22.44,0.51,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198809010900,24515062010900,2003,53,9,62049,4,1,FF_TOTAL,SF,1,2003-07-23 00:00:00,LOFSL,803,4282.74,832.93,772.06,414.18,7.88,454.72,,,39.43,,39.43,0.84,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:13
29198867010900,24524302010900,2003,53,19,75195,2,1,FF_TOTAL,SF,1,2003-09-17 00:00:00,LOFSL,977,228.21,117.07,107.92,94.93,8.48,111.46,,,33.71,,33.71,1.03,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198870010900,24524302010900,2003,53,19,75195,2,1,MIN_1,BD,1,2003-09-17 00:00:00,LOFSL,329,145.69,130.56,129.1,11.59,1.13,12.85,,15.96,1.74,0.31,2.05,0.09,5.25,4.43,0.0,88.05,87.79,768.79,17.61,4.98,20.18,0.0,0.19,0.0,1.53,0.0,0.31,0.0,136.81,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198871010900,24524302010900,2003,53,19,75195,2,1,MIN_2,BD,1,2003-09-17 00:00:00,LOFSL,295,210.37,192.93,192.3,9.04,0.33,9.4,,17.79,0.65,0.31,0.96,0.06,5.7,4.98,0.0,500.3,97.98,1374.0,10.7,9.06,15.22,0.0,0.0,0.0,0.38,-0.02,0.2,4.57,164.11,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198868010900,24524302010900,2003,53,19,75195,3,1,FF_TOTAL,SF,1,2003-09-17 00:00:00,LOFSL,978,300.61,126.66,116.3,137.34,8.91,158.47,,,39.33,,39.33,1.11,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198869010900,24524302010900,2003,53,19,75195,4,1,FF_TOTAL,SF,1,2003-09-17 00:00:00,LOFSL,979,315.98,188.09,167.23,67.99,12.48,88.95,,,37.14,,37.14,1.18,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198772010900,24529867010900,2003,53,27,90637,2,1,FF_TOTAL,SF,1,2003-08-02 00:00:00,LOFSL,798,575.9,309.86,280.65,85.86,10.41,105.2,,,49.07,,49.07,1.11,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198773010900,24529867010900,2003,53,27,90637,3,1,FF_TOTAL,SF,1,2003-08-02 00:00:00,LOFSL,799,341.76,183.54,170.28,86.2,7.79,100.7,,,45.14,,45.14,1.37,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198774010900,24529867010900,2003,53,27,90637,4,1,FF_TOTAL,SF,1,2003-08-02 00:00:00,LOFSL,800,112.61,80.9,73.68,39.2,9.8,52.84,,,32.83,,32.83,0.91,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198790010900,24532762010900,2003,53,31,63911,2,1,FF_TOTAL,SF,1,2003-07-24 00:00:00,LOFSL,819,33.97,17.97,16.55,89.04,8.58,105.26,,,23.22,,23.22,0.66,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198792010900,24532762010900,2003,53,31,63911,2,1,MIN_1,BD,1,2003-07-24 00:00:00,LOFSL,268,274.72,177.84,171.07,54.48,3.96,60.59,,21.94,4.22,0.41,4.63,0.33,4.03,3.51,21.48,42.85,56.39,65.14,1044.0,12.6,10.4,48.68,0.0,0.0,0.94,0.12,0.28,5.55,13.8,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198793010900,24532762010900,2003,53,31,63911,2,1,MIN_2,BD,1,2003-07-24 00:00:00,LOFSL,235,160.98,101.43,97.57,58.71,3.96,64.99,,10.77,5.79,0.39,6.18,0.41,3.97,3.6,0.0,0.0,84.79,113.4,900.44,11.28,32.1,72.24,0.31,0.0,2.16,-0.02,0.28,0.0,24.64,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198791010900,24532762010900,2003,53,31,63911,3,1,FF_TOTAL,SF,1,2003-07-24 00:00:00,LOFSL,820,527.79,260.0,237.01,103.0,9.7,122.68,,,29.42,,29.42,0.64,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198797010900,24533919010900,2003,53,31,69231,2,1,FF_TOTAL,SF,1,2003-07-13 00:00:00,LOFSL,415,1769.37,1052.21,968.73,68.16,8.62,82.65,,,39.98,,39.98,1.25,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198800010900,24533919010900,2003,53,31,69231,2,1,MIN_1,BD,1,2003-07-13 00:00:00,LOFSL,136,152.74,106.24,101.15,43.77,5.03,51.0,,31.23,15.7,0.07,15.77,0.88,4.91,4.19,32.32,85.18,201.7,986.5,188.3,9.03,244.4,0.0,0.58,0.0,1.62,0.1,0.53,16.78,73.68,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198801010900,24533919010900,2003,53,31,69231,2,1,MIN_2,BD,1,2003-07-13 00:00:00,LOFSL,122,268.25,223.8,221.01,19.86,1.26,21.37,,37.09,3.01,0.16,3.17,0.21,5.01,4.27,29.28,67.8,47.17,60.77,139.8,2.55,8.59,0.45,0.0,0.0,0.72,0.0,1.63,6.75,186.06,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198798010900,24533919010900,2003,53,31,69231,3,1,FF_TOTAL,SF,1,2003-07-13 00:00:00,LOFSL,416,2790.9,714.53,562.38,290.59,27.05,396.27,,,44.73,,44.73,1.85,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198799010900,24533919010900,2003,53,31,69231,4,1,FF_TOTAL,SF,1,2003-07-13 00:00:00,LOFSL,417,356.5,283.69,265.01,25.67,7.05,34.52,,,31.52,,31.52,0.98,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198763010900,24540463010900,2003,53,37,99186,2,1,FF_TOTAL,SF,1,2003-09-10 00:00:00,LOFSL,985,217.54,191.62,180.35,13.53,6.25,20.62,,,44.35,,44.35,1.19,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198766010900,24540463010900,2003,53,37,99186,2,1,MIN_1,BD,1,2003-09-10 00:00:00,LOFSL,332,241.7,229.15,226.48,5.48,1.18,6.72,,20.33,1.35,0.29,1.64,0.08,6.29,5.58,1.06,197.4,76.01,1186.49,2.24,7.08,11.85,0.0,0.05,0.0,0.27,0.0,0.2,0.0,185.99,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198767010900,24540463010900,2003,53,37,99186,2,1,MIN_2,BD,1,2003-09-10 00:00:00,LOFSL,298,275.26,257.62,254.62,6.85,1.18,8.11,,20.2,0.54,0.28,0.82,0.05,6.29,5.63,0.0,526.1,62.62,2086.0,5.73,12.33,9.99,0.0,0.0,0.0,0.05,-0.02,0.0,0.1,62.11,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198764010900,24540463010900,2003,53,37,99186,3,1,FF_TOTAL,SF,1,2003-09-10 00:00:00,LOFSL,986,192.4,184.06,176.37,4.53,4.36,9.09,,,44.45,,44.45,0.92,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198765010900,24540463010900,2003,53,37,99186,4,1,FF_TOTAL,SF,1,2003-09-10 00:00:00,LOFSL,987,74.62,72.69,69.67,2.66,4.34,7.11,,,41.13,,41.13,1.18,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198698010900,24542155010900,2003,53,39,85271,2,1,FF_TOTAL,SF,1,2003-10-17 00:00:00,LOFSL,1139,298.6,220.52,204.18,35.41,8.0,46.25,,,32.62,,32.62,1.51,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198700010900,24542155010900,2003,53,39,85271,2,1,MIN_1,O,1,2003-10-17 00:00:00,LOFSL,386,274.94,267.21,258.24,2.89,3.47,6.47,,31.72,3.77,0.38,4.15,0.26,7.23,6.65,4.16,766.8,408.6,4440.0,0.35,27.5,0.11,0.0,0.0,0.0,0.0,0.03,0.0,1.57,106.7,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198701010900,24542155010900,2003,53,39,85271,2,1,MIN_2,O,1,2003-10-17 00:00:00,LOFSL,338,300.65,294.28,286.0,2.16,2.89,5.12,,34.44,3.42,0.38,3.8,0.26,7.17,6.92,0.0,820.8,407.3,4110.0,0.0,25.96,0.5,0.0,0.0,0.0,-0.03,-0.02,0.61,0.0,110.69,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198699010900,24542155010900,2003,53,39,85271,3,1,FF_TOTAL,SF,1,2003-10-17 00:00:00,LOFSL,1140,16.77,16.05,15.71,4.49,2.14,6.72,,,20.76,,20.76,0.52,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198733010900,24543817010900,2003,53,41,64687,2,1,FF_TOTAL,SF,1,2003-06-24 00:00:00,LOFSL,236,738.76,530.13,498.49,39.35,6.35,48.2,,,28.99,,28.99,0.94,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198736010900,24543817010900,2003,53,41,64687,2,1,MIN_1,BD,1,2003-06-24 00:00:00,LOFSL,75,136.78,98.74,95.27,38.53,3.64,43.56,,26.32,7.33,0.38,7.71,0.6,4.83,4.25,12.44,288.0,125.2,1047.18,289.67,10.27,49.39,0.0,0.0,0.0,1.18,0.17,0.0,13.06,21.04,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198737010900,24543817010900,2003,53,41,64687,2,1,MIN_2,BD,1,2003-06-24 00:00:00,LOFSL,70,196.27,146.71,140.8,33.78,4.2,39.4,,29.33,6.6,0.21,6.81,0.52,4.93,4.38,0.0,227.2,16.71,785.7,219.37,7.08,28.97,0.0,0.0,0.0,0.58,0.03,0.2,11.65,12.37,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198734010900,24543817010900,2003,53,41,64687,3,1,FF_TOTAL,SF,1,2003-06-24 00:00:00,LOFSL,237,1183.17,414.08,380.83,185.73,8.73,210.68,,,40.72,,40.72,1.39,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198735010900,24543817010900,2003,53,41,64687,4,1,FF_TOTAL,SF,1,2003-06-24 00:00:00,LOFSL,238,1265.98,555.86,518.49,127.75,7.21,144.17,,,32.77,,32.77,0.75,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198753010900,24548222010900,2003,53,45,96974,2,1,FF_TOTAL,SF,1,2003-07-09 00:00:00,LOFSL,409,182.69,140.67,129.33,29.87,8.77,41.26,,,26.49,,26.49,0.98,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198756010900,24548222010900,2003,53,45,96974,2,1,MIN_1,BD,1,2003-07-09 00:00:00,LOFSL,134,269.49,186.42,177.13,44.56,5.25,52.15,,0.58,5.99,0.07,6.06,0.36,5.28,4.67,11.9,107.8,131.1,635.6,109.9,5.8,31.09,0.0,0.0,0.0,0.66,0.09,0.0,10.26,1.47,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198757010900,24548222010900,2003,53,45,96974,2,1,MIN_2,BD,1,2003-07-09 00:00:00,LOFSL,120,217.11,147.32,142.22,47.37,3.59,52.66,,2.03,6.44,0.16,6.6,0.42,5.45,4.6,29.59,212.6,191.4,1053.0,67.67,8.25,56.22,0.0,0.0,0.0,1.08,0.0,0.98,3.66,4.48,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198754010900,24548222010900,2003,53,45,96974,3,1,FF_TOTAL,SF,1,2003-07-09 00:00:00,LOFSL,410,439.35,252.96,232.12,73.68,8.98,89.28,,,45.19,,45.19,1.41,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198755010900,24548222010900,2003,53,45,96974,4,1,FF_TOTAL,SF,1,2003-07-09 00:00:00,LOFSL,411,452.83,289.98,268.01,56.16,8.2,68.96,,,43.36,,43.36,0.83,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198832010900,24480780010900,2003,53,47,50268,2,1,FF_TOTAL,SF,1,2003-10-04 00:00:00,LOFSL,1016,153.47,152.24,141.57,0.81,7.54,8.41,,,39.68,,39.68,0.91,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198835010900,24480780010900,2003,53,47,50268,2,1,MIN_1,O,1,2003-10-04 00:00:00,LOFSL,342,210.41,210.29,209.22,0.06,0.51,0.57,,11.08,0.74,0.3,1.04,0.07,6.33,5.42,2.53,136.2,79.33,735.19,1.38,4.7,2.33,0.0,0.06,0.0,0.05,0.0,0.0,0.0,88.65,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198836010900,24480780010900,2003,53,47,50268,2,1,MIN_2,O,1,2003-10-04 00:00:00,LOFSL,306,273.84,273.59,271.92,0.09,0.61,0.71,,8.35,0.68,0.3,0.98,0.05,6.41,5.75,0.0,273.3,37.7,1238.0,7.51,7.27,3.55,0.0,0.0,0.0,0.13,-0.02,0.0,0.0,68.75,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198833010900,24480780010900,2003,53,47,50268,3,1,FF_TOTAL,SF,1,2003-10-04 00:00:00,LOFSL,1017,9.47,9.39,8.86,0.85,5.93,6.83,,,22.85,,22.85,0.85,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198834010900,24480780010900,2003,53,47,50268,4,1,FF_TOTAL,SF,1,2003-10-04 00:00:00,LOFSL,1018,128.62,128.24,118.21,0.3,8.48,8.8,,,41.9,,41.9,1.24,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198862010900,24484062010900,2003,53,47,55200,2,1,FF_TOTAL,SF,1,2003-09-23 00:00:00,LOFSL,972,260.87,229.18,214.03,13.83,7.08,21.89,,,41.89,,41.89,1.55,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198865010900,24484062010900,2003,53,47,55200,2,1,MIN_1,BD,1,2003-09-23 00:00:00,LOFSL,327,195.58,185.89,183.71,5.21,1.19,6.46,,19.48,3.96,0.34,4.3,0.29,6.15,5.55,0.0,226.5,126.33,2391.49,1.97,13.57,10.48,0.0,0.03,0.0,0.05,0.0,0.2,0.08,198.97,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198866010900,24484062010900,2003,53,47,55200,2,1,MIN_2,BD,1,2003-09-23 00:00:00,LOFSL,292,231.94,222.57,220.15,4.21,1.1,5.36,,33.58,2.46,0.31,2.77,0.17,5.79,5.11,0.0,266.9,55.59,2271.0,48.71,13.01,22.7,0.0,0.0,0.0,1.96,-0.02,0.0,3.19,343.98,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198863010900,24484062010900,2003,53,47,55200,3,1,FF_TOTAL,SF,1,2003-09-23 00:00:00,LOFSL,973,110.29,104.83,99.91,5.21,4.92,10.38,,,31.64,,31.64,0.99,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198864010900,24484062010900,2003,53,47,55200,4,1,FF_TOTAL,SF,1,2003-09-23 00:00:00,LOFSL,974,1463.62,1300.09,1186.41,12.58,9.58,23.36,,,51.61,,51.61,0.31,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198724010900,24485101010900,2003,53,49,97329,2,1,FF_TOTAL,SF,1,2003-10-27 00:00:00,LOFSL,1144,8.62,2.18,2.13,295.41,2.44,305.06,,,46.92,,46.92,1.39,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198727010900,24485101010900,2003,53,49,97329,2,1,MIN_1,BD,1,2003-10-27 00:00:00,LOFSL,388,96.75,50.06,42.82,93.27,16.92,125.96,,10.06,17.4,0.56,17.96,0.95,4.3,3.92,46.59,140.6,654.5,1849.0,372.5,19.31,80.07,0.0,1.11,0.0,7.99,0.26,0.1,3.63,28.41,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198728010900,24485101010900,2003,53,49,97329,2,1,MIN_2,BD,1,2003-10-27 00:00:00,LOFSL,340,169.96,102.47,90.99,65.86,12.62,86.79,,0.49,5.08,0.44,5.52,0.42,4.82,4.03,0.0,48.34,227.5,534.7,704.9,12.5,30.5,0.0,0.23,0.0,3.1,-0.02,0.79,0.32,3.79,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198725010900,24485101010900,2003,53,49,97329,3,1,FF_TOTAL,SF,1,2003-10-27 00:00:00,LOFSL,1145,308.4,90.57,80.88,240.51,11.98,281.31,,,45.78,,45.78,1.06,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198726010900,24485101010900,2003,53,49,97329,4,1,FF_TOTAL,SF,1,2003-10-27 00:00:00,LOFSL,1146,32.42,10.65,9.73,204.41,9.4,233.03,,,45.59,,45.59,1.33,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198818010900,24493125010900,2003,53,57,71023,2,1,FF_TOTAL,SF,1,2003-08-13 00:00:00,LOFSL,795,271.61,162.18,151.69,67.47,6.92,79.06,,,43.77,,43.77,1.91,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198821010900,24493125010900,2003,53,57,71023,2,1,MIN_1,O,1,2003-08-13 00:00:00,LOFSL,262,153.57,121.86,119.7,26.02,1.8,28.3,,43.99,4.07,0.37,4.44,0.58,5.33,4.87,13.79,33.33,241.0,549.9,100.7,5.99,16.9,0.0,5.75,0.0,0.59,0.13,0.19,3.26,6.07,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198822010900,24493125010900,2003,53,57,71023,2,1,MIN_2,O,1,2003-08-13 00:00:00,LOFSL,293,169.24,141.25,139.89,19.82,0.97,20.98,,29.46,2.65,0.31,2.96,0.22,5.03,4.66,0.0,93.16,312.3,693.3,192.08,8.4,19.85,0.0,3.03,0.0,0.5,-0.02,0.25,4.75,5.48,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198819010900,24493125010900,2003,53,57,71023,3,1,FF_TOTAL,SF,1,2003-08-13 00:00:00,LOFSL,796,252.02,189.56,181.54,32.95,4.42,38.82,,,24.91,,24.91,1.55,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198820010900,24493125010900,2003,53,57,71023,4,1,FF_TOTAL,SF,1,2003-08-13 00:00:00,LOFSL,797,2565.04,1411.62,1270.26,81.71,11.13,101.93,,,45.39,,45.39,1.47,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198690010900,24495364010900,2003,53,59,52346,2,1,FF_TOTAL,SF,1,2003-10-14 00:00:00,LOFSL,1099,842.89,369.06,318.47,128.39,15.89,164.67,,,32.67,,32.67,0.76,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198692010900,24495364010900,2003,53,59,52346,2,1,MIN_1,BD,1,2003-10-14 00:00:00,LOFSL,374,116.79,94.34,87.47,23.8,7.85,33.52,,47.77,5.95,0.38,6.33,0.27,5.02,4.33,30.7,314.8,663.9,5640.0,203.6,36.81,50.33,0.0,0.0,0.0,2.89,0.12,0.0,5.65,81.85,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198693010900,24495364010900,2003,53,59,52346,2,1,MIN_2,BD,1,2003-10-14 00:00:00,LOFSL,328,249.68,219.65,203.13,13.67,8.14,22.92,,45.36,2.61,0.33,2.94,0.15,5.44,4.8,0.0,233.3,581.4,5036.0,187.2,32.59,32.55,0.0,0.0,0.0,0.75,-0.02,1.17,0.37,87.93,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198691010900,24495364010900,2003,53,59,52346,4,1,FF_TOTAL,SF,1,2003-10-14 00:00:00,LOFSL,1100,963.55,421.96,360.44,128.35,17.07,167.33,,,28.2,,28.2,0.93,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198707010900,24497410010900,2003,53,59,66648,2,1,FF_TOTAL,SF,1,2003-10-30 00:00:00,LOFSL,1150,127.49,53.49,50.48,138.34,5.96,152.55,,,29.83,,29.83,0.9,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198710010900,24497410010900,2003,53,59,66648,2,1,MIN_1,O,1,2003-10-30 00:00:00,LOFSL,390,145.08,107.91,105.74,34.45,2.05,37.2,,2.83,3.21,0.3,3.51,0.14,5.07,4.09,12.98,46.38,51.88,269.6,94.31,3.0,13.03,0.0,0.0,0.0,0.74,0.09,0.0,4.63,20.08,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
